issn	journal_name	pub_name	is_hybrid	category
2190-7579	Gold Bulletin	Springer	1	NULL
2190-7668	Afrika Matematika	Springer	1	NULL
2190-8516	Journal of Cryptographic Engineering	Springer	1	NULL
2190-8532	Security Informatics	Springer	0	NULL
2190-8567	The Journal of Mathematical Neuroscience	Springer	0	NULL
2190-9741	European Actuarial Journal	Springer	1	NULL
2191-0383	Beitr ge Zur Algebra Und Geometrie / Contributions to Algebra and Geometry	Springer	1	NULL
2191-0855	AMB Express	Springer	0	NULL
2191-1363	ChemistryOpen	Wiley	0	PHYSICS AND CHEMISTRY
2191-1649	BioNanoScience	Springer	1	NULL
2191-1991	Health Economics Review	Springer	0	NULL
2191-219X	EJNMMI Research	Springer	0	NULL
2191-2211	Mineral Economics	Springer	1	NULL
2191-2521	Planetary Science	Springer	0	NULL
2191-2610	Rheuma Plus	Springer	1	NULL
2191-2858	Organic and Medicinal Chemistry Letters	Springer	0	NULL
2191-4281	Arabian Journal for Science and Engineering	Springer	1	NULL
2191-477X	Journal of Management Control	Springer	1	NULL
2191-5040	Journal of Applied Volcanology	Springer	0	NULL
2191-5059	Multilingual Education	Springer	0	NULL
2192-0567	Energy  Sustainability and Society	Springer	0	NULL
2192-1121	Communications in Mobile Computing	Springer	0	NULL
2192-113X	Journal of Cloud Computing	Springer	0	NULL
2192-1709	Ecological Processes	Springer	0	NULL
2192-1962	Human-Centric Computing and Information Sciences	Springer	0	NULL
2192-2209	Natural Products and Bioprospecting	Springer	0	NULL
2192-2853	Optical Nanoscopy	Springer	0	NULL
2192-3183	International Cancer Conference Journal	Springer	1	NULL
2192-4384	EURO Journal on Transportation and Logistics	Springer	1	NULL
2192-4414	EURO Journal on Computational Optimization	Springer	1	NULL
2192-4449	CEN Case Reports	Springer	1	NULL
2192-5372	Journal of Innovation and Entrepreneurship	Springer	0	NULL
2192-6360	Progress in Artificial Intelligence	Springer	1	NULL
2192-6395	International Journal of Disaster Risk Science	Springer	0	NULL
2192-6484	Hautnah	Springer	1	NULL
2192-662X	International Journal of Multimedia Information Retrieval	Springer	1	NULL
2192-6670	Network Modeling Analysis in Health Informatics and Bioinformatics	Springer	1	NULL
2192-9270	Metallography, Microstructure, and Analysis	Springer	1	NULL
2193-0414	Fire Science Reviews	Springer	0	NULL
2193-1127	EPJ Data Science	Springer	0	NULL
2193-1801	SpringerPlus	Springer	0	NULL
2193-2409	Journal of Economic Structures	Springer	0	NULL
2193-2697	Environmental Systems Research	Springer	0	NULL
2193-4134	Journal of Food Measurement and Characterization	Springer	1	NULL
2193-6226	Medizinische Klinik - Intensivmedizin Und Notfallmedizin	Springer	1	NULL
2193-7206	Journal of Ornithology	Springer	1	NULL
2193-7532	Agricultural and Food Economics	Springer	0	NULL
2193-7680	Crime Science	Springer	0	NULL
2193-8636	Decision Analytics	Springer	0	NULL
2193-8660	Culture and Brain	Springer	1	NULL
2193-8997	IZA Journal of Labor Economics	Springer	0	NULL
2193-9004	IZA Journal of Labor Policy	Springer	0	NULL
2193-9012	IZA Journal of European Labor Studies	Springer	0	NULL
2193-9020	IZA Journal of Labor & Development	Springer	0	NULL
2193-9039	IZA Journal of Migration	Springer	0	NULL
2193-9446	EURO Journal on Decision Processes	Springer	1	NULL
2193-9616	In Silico Pharmacology	Springer	0	NULL
2193-9772	Integrating Materials and Manufacturing Innovation	Springer	0	NULL
2194-041X	Stochastics and  Partial Differential Equations: Analysis and Computations	Springer	1	NULL
2194-072X	Schmalenbach Business Review	Springer	1	NULL
2194-0827	Journal of Interaction Science	Springer	0	NULL
2194-1327	Neuropsychiatrie	Springer	1	NULL
2194-3206	Complex Adaptive Systems Modeling	Springer	0	NULL
2194-3990	Journal of Computational Surgery	Springer	0	NULL
2194-5411	Environment Systems and Decisions	Springer	1	NULL
2194-6426	Journal of Micro-Bio Robotics	Springer	1	NULL
2194-6434	Earth Perspectives	Springer	0	NULL
2194-6698	Journal of the Operations Research Society of China	Springer	1	NULL
2194-671X	Communications in Mathematics and Statistics	Springer	1	NULL
2194-7236	Urolithiasis	Springer	1	NULL
2194-7511	International Journal of Bipolar Disorders	Springer	0	NULL
2194-7791	Molecular and Cellular Pediatrics	Springer	0	NULL
2194-7899	Health & Justice	Springer	0	NULL
2194-7961	Plant Reproduction	Springer	1	NULL
2195-0008	EPJ Nonlinear Biomedical Physics	Springer	0	NULL
2195-0571	The Journal of the Astronautical Sciences	Springer	1	NULL
2195-1071	Advanced Science	Wiley	0	PHYSICS AND CHEMISTRY
2195-1721	Journal of Software Engineering Research and Development	Springer	0	NULL
2195-2698	International Journal of Dynamics and Control	Springer	1	NULL
2195-2701	City, Territory and Architecture	Springer	0	NULL
2195-3007	Asian Journal of Gambling Issues and Public Health	Springer	0	NULL
2195-3597	Advances in Manufacturing	Springer	1	NULL
2195-3724	Computational Methods and Function Theory	Springer	1	NULL
2195-3899	Journal of Control, Automation and Electrical Systems	Springer	1	NULL
2195-3961	Computational Cognitive Science	Springer	0	NULL
2195-4763	Annales Math matiques Du Qu bec	Springer	1	NULL
2195-5468	Journal of Uncertainty Analysis and Applications	Springer	0	NULL
2195-5832	Journal of Statistical Distributions and Applications	Springer	0	NULL
2195-7045	EPJ Techniques and Instrumentation	Springer	0	NULL
2195-7185	Review Journal of Autism and Developmental Disorders	Springer	1	NULL
2195-7819	Life Sciences, Society and Policy	Springer	0	NULL
2195-9595	Current Hepatology Reports	Springer	1	NULL
2195-9706	Geothermal Energy	Springer	0	NULL
2195-9897	Journal of Chinese Management	Springer	0	NULL
2196-0089	Applied Informatics	Springer	0	NULL
2196-050X	In Silico Cell and Tissue Science	Springer	0	NULL
2196-064X	Journal of Trust Management	Springer	0	NULL
2196-0739	Large-scale Assessments in Education	Springer	0	NULL
2196-0763	EPJ Quantum Technology	Springer	0	NULL
2196-1042	Progress in Orthodontics	Springer	0	NULL
2196-1093	Economic Theory Bulletin	Springer	1	NULL
2196-1107	Journal of Solid State Lighting	Springer	0	NULL
2196-1115	Journal of Big Data	Springer	0	NULL
2196-1166	Asia Pacific Journal on Computational Engineering	Springer	0	NULL
2196-2804	International Journal of Food Contamination	Springer	0	NULL
2196-288X	Brazilian Journal of Science and Technology	Springer	0	NULL
2196-2928	Customer Needs and Solutions	Springer	1	NULL
2196-2944	Metallurgical and Materials Transactions E	Springer	1	NULL
2196-2952	Current Addiction Reports	Springer	1	NULL
2196-2979	Current Behavioral Neuroscience Reports	Springer	1	NULL
2196-2987	Current Developmental Disorders Reports	Springer	1	NULL
2196-2995	Current Epidemiology Reports	Springer	1	NULL
2196-3002	Current Oral Health Reports	Springer	1	NULL
2196-3010	Current Sustainable/Renewable Energy Reports	Springer	1	NULL
2196-3029	Current Transplantation Reports	Springer	1	NULL
2196-3045	Current Tropical Medicine Reports	Springer	1	NULL
2196-3053	Current Treatment Options in Allergy	Springer	1	NULL
2196-3061	Current Treatment Options in Psychiatry	Springer	1	NULL
2196-3258	Infrastructure Complexity	Springer	0	NULL
2196-4092	Geoscience Letters	Springer	0	NULL
2196-419X	Functional Linguistics	Springer	0	NULL
2196-4351	Applied Adhesion Science	Springer	0	NULL
2196-436X	Latin American Economic Review	Springer	0	NULL
2196-4386	Computational Particle Mechanics	Springer	1	NULL
2196-4424	Korean Social Science Journal	Springer	1	NULL
2196-5404	Nano Convergence	Springer	0	NULL
2196-5412	Current Environmental Health Reports	Springer	1	NULL
2196-5471	Current Clinical Microbiology Reports	Springer	1	NULL
2196-5617	Quantum Studies: Mathematics and Foundations	Springer	1	NULL
2196-5633	China Finance and Economic Review	Springer	0	NULL
2196-5641	Chemical and Biological Technologies in Agriculture	Springer	0	NULL
2196-7091	Smart Learning Environments	Springer	0	NULL
2196-7210	Transportation Infrastructure Geotechnology	Springer	1	NULL
2196-7237	Lasers in Manufacturing and Materials Processing	Springer	1	NULL
2196-7822	International Journal of STEM Education	Springer	0	NULL
2196-7865	Current Geriatrics Reports	Springer	1	NULL
2196-873X	mUX: The Journal of Mobile User Experience	Springer	0	NULL
2196-8799	Global Social Welfare	Springer	1	NULL
2196-8802	International Journal of Dharma Studies	Springer	0	NULL
2196-8837	Journal of Racial and Ethnic Health Disparities	Springer	1	NULL
2197-0025	Theoretical and Experimental Plant Physiology	Springer	1	NULL
2197-1153	Journal of Experimental Orthopaedics	Springer	0	NULL
2197-120X	Complex Analysis and its Synergies	Springer	0	NULL
2197-1714	Injury Epidemiology	Springer	0	NULL
2197-1722	Decision	Springer	1	NULL
2197-1927	Triple Helix	Springer	0	NULL
2197-3768	Robotics and Biomimetics	Springer	0	NULL
2197-4225	ROBOMECH Journal	Springer	0	NULL
2197-425X	Intensive Care Medicine Experimental	Springer	0	NULL
2197-4284	Progress in Earth and Planetary Science	Springer	0	NULL
2197-4306	Lexicography	Springer	1	NULL
2197-4314	Computational Social Networks	Springer	0	NULL
2197-4365	Bioresources and Bioprocessing	Springer	0	NULL
2197-5620	Forest Ecosystems	Springer	0	NULL
2197-7364	EJNMMI Physics	Springer	0	NULL
2197-7909	Computational Astrophysics and Cosmology	Springer	0	NULL
2197-7917	Journal of Frugal Innovation	Springer	0	NULL
2197-8670	Geoenvironmental Disasters	Springer	0	NULL
2197-9715	Psychopraxis. Neuropraxis	Springer	1	NULL
2197-9847	Research in the Mathematical Sciences	Springer	0	NULL
2197-9855	Technology, Innovation and Education	Springer	0	NULL
2197-988X	Zeitschrift F r Didaktik Der Naturwissenschaften	Springer	1	NULL
2197-9936	Textiles and Clothing Sustainability	Springer	0	NULL
2197-9995	Journal of Computers in Education	Springer	1	NULL
2198-0713	Zentralblatt F r Arbeitsmedizin, Arbeitsschutz Und Ergonomie	Springer	1	NULL
2198-0810	International Journal of Precision Engineering and Manufacturing-Green Technology	Springer	1	NULL
2198-0926	Advanced Structural and Chemical Imaging	Springer	0	NULL
2198-0942	Control Theory and Technology	Springer	1	NULL
2198-1639	Management Review Quarterly	Springer	1	NULL
2198-2600	Fudan Journal of the Humanities and Social Sciences	Springer	1	NULL
2198-2619	Smart Water	Springer	0	NULL
2198-2635	The Journal of Chinese Sociology	Springer	0	NULL
2198-2759	Bollettino Dell'Unione Matematica Italiana	Springer	1	NULL
2198-2775	HMD Praxis Der Wirtschaftsinformatik	Springer	1	NULL
2198-3534	Bandung: Journal of the Global South	Springer	0	NULL
2198-4034	International Journal of Implant Dentistry	Springer	0	NULL
2198-4115	Pacific Journal of Mathematics for Industry	Springer	0	NULL
2198-4239	Journal of Bio- And Tribo-Corrosion	Springer	1	NULL
2198-5812	Annals of Data Science	Springer	1	NULL
2198-6002	Current Treatment Options in Rheumatology	Springer	1	NULL
2198-6061	Current Climate Change Reports	Springer	1	NULL
2198-6088	Current Treatment Options in Pediatrics	Springer	1	NULL
2198-6096	Current Trauma Reports	Springer	1	NULL
2198-6401	Current Sleep Medicine Reports	Springer	1	NULL
2198-641X	Current Pharmacology Reports	Springer	1	NULL
2198-6428	Current Molecular Biology Reports	Springer	1	NULL
2198-6436	Current Forestry Reports	Springer	1	NULL
2198-6452	Journal of Ocean Engineering and Marine Energy	Springer	1	NULL
2198-6592	Current Pollution Reports	Springer	1	NULL
2198-7335	Adaptive Human Behavior and Physiology	Springer	1	NULL
2198-7505	Environmental Processes	Springer	1	NULL
2198-7793	Surgical Case Reports	Springer	0	NULL
2198-7866	Current Stem Cell Reports	Springer	1	NULL
2198-7874	Mechanics of Advanced Materials and Modern Processes	Springer	0	NULL
2198-9753	International Journal of Research in Undergraduate Mathematics Education	Springer	1	NULL
2198-9761	Sports Medicine - Open	Springer	0	NULL
2198-9885	Evolutionary Psychological Science	Springer	1	NULL
2198-994X	Renewables: Wind, Water, and Solar	Springer	0	NULL
2199-1197	Clinical Phytoscience	Springer	0	NULL
2199-241X	Mammal Research	Springer	1	NULL
2199-2428	Current Pulmonology Reports	Springer	1	NULL
2199-2576	Annals of PDE	Springer	1	NULL
2199-2673	Journal of Pediatric Neuropsychology	Springer	1	NULL
2199-3211	International Journal of Fuzzy Systems	Springer	1	NULL
2199-3238	Italian Economic Journal	Springer	1	NULL
2199-3254	Digital Experiences in Mathematics Education	Springer	1	NULL
2199-3637	Emission Control Science and Technology	Springer	1	NULL
2199-3793	ChemTexts	Springer	1	NULL
2199-3831	Journal of Sustainable Metallurgy	Springer	1	NULL
2199-3858	Shape Memory and Superelasticity	Springer	1	NULL
2199-4501	Science China Materials	Springer	1	NULL
2199-4579	Asian Journal of German and European Studies	Springer	0	NULL
2199-4625	Journal of Religious Education	Springer	1	NULL
2199-465X	Journal of Developmental and Life-Course Criminology	Springer	1	NULL
2199-4676	Journal of Reliable Intelligent Environments	Springer	1	NULL
2199-4706	Technology and Economics of Smart Grids and Sustainable Energy	Springer	1	NULL
2199-4714	New Zealand Journal of Educational Studies	Springer	1	NULL
2199-4730	Financial Innovation	Springer	0	NULL
2199-4749	Marine Systems & Ocean Technology	Springer	1	NULL
2199-4757	Journal of Medical and Biological Engineering	Springer	1	NULL
2199-5796	International Journal of Applied and Computational Mathematics	Springer	1	NULL
2199-6768	European Journal of Mathematics	Springer	1	NULL
2199-6784	Journal of the Economic Science Association	Springer	1	NULL
2199-6806	Arnold Mathematical Journal	Springer	1	NULL
2199-6873	Journal of Social and Economic Development	Springer	1	NULL
2199-6881	Plant Systematics and Evolution	Springer	1	NULL
2199-7411	Indian Journal of International Law	Springer	1	NULL
2199-7454	Journal of Dynamic Behavior of Materials	Springer	1	NULL
2199-8531	Journal of Open Innovation: Technology, Market, and Complexity	Springer	0	NULL
2199-854X	Intelligent Industrial Systems	Springer	1	NULL
2199-868X	Journal of Chinese Studies	Springer	0	NULL
2199-9031	International Journal of Health Economics and Management	Springer	1	NULL
2199-9279	International Journal of Geosynthetics and Ground Engineering	Springer	1	NULL
2199-9295	Transportation in Developing Economies	Springer	1	NULL
2200-6133	Pneumonia	BioMed Central	0	NULL
2210-2612	International Journal of Surgery Case Reports	Elsevier	0	NULL
2210-271X	Computational and Theoretical Chemistry	Elsevier	1	PHYSICS AND CHEMISTRY
2210-3147	Nuclear Science and Techniques	Springer	1	NULL
2210-4224	Environmental Innovation and Societal Transitions	Elsevier	1	NULL
2210-4690	Journal of Remanufacturing	Springer	0	NULL
2210-4917	Journal of Orthopaedics, Trauma and Rehabilitation	Elsevier	0	NULL
2210-5328	The Australian Educational Researcher	Springer	1	NULL
2210-5336	Basal Ganglia	Elsevier	1	NULL
2210-5379	Sustainable Computing: Informatics and Systems	Elsevier	1	NULL
2210-5395	Research in Transportation Business & Management	Elsevier	1	NULL
2210-5441	Philosophy & Technology	Springer	1	NULL
2210-6006	Journal of Epidemiology and Global Health	Elsevier	0	NULL
2210-6502	Swarm and Evolutionary Computation	Elsevier	1	NULL
2210-6545	Journal des Anti-Infectieux	Elsevier	1	NULL
2210-6561	Learning, Culture and Social Interaction	Elsevier	1	NULL
2210-6707	Sustainable Cities and Society	Elsevier	1	NULL
2210-6731	Asian Journal of Business Ethics	Springer	1	NULL
2210-7185	Analytical Cellular Pathology	Hindawi	0	NULL
2210-7401	Clinics and Research in Hepatology and Gastroenterology	Elsevier	1	GASTROENTEROLOGY
2210-7711	International Journal of Clinical Pharmacy	Springer	1	NULL
2210-7762	Cancer Genetics	Elsevier	1	MOLECULAR AND CELL BIOLOGY
2210-7789	Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health	Elsevier	1	NULL
2210-7843	Agriculture and Agricultural Science Procedia	Elsevier	0	NULL
2210-8033	Journal of Herbal Medicine	Elsevier	1	FOOD SCIENCE
2210-8327	Applied Computing and Informatics	Elsevier	0	NULL
2210-8335	Journal of Clinical Gerontology and Geriatrics	Elsevier	0	NULL
2210-8440	Trends in Anaesthesia and Critical Care	Elsevier	1	NULL
2210-9099	Osong Public Health and Research Perspectives	Elsevier	0	NULL
2210-9706	Journal of Rail Transport Planning & Management	Elsevier	1	NULL
2210-9838	Procedia IUTAM	Elsevier	0	NULL
2211-0348	Multiple Sclerosis and Related Disorders	Elsevier	1	NULL
2211-050X	Mathematics Education Research Journal	Springer	1	NULL
2211-1042	Le Pharmacien Hospitalier et Clinicien	Elsevier	1	NULL
2211-1069	Oriental Pharmacy and Experimental Medicine	Springer	1	NULL
2211-1220	Methods in Oceanography	Elsevier	1	NULL
2211-1247	Cell Reports	Elsevier	0	MOLECULAR AND CELL BIOLOGY
2211-1522	Psychology of Well-Being: Theory  Research and Practice	Springer	0	NULL
2211-1670	Technology, Knowledge and Learning	Springer	1	NULL
2211-2669	Performance Enhancement & Health	Elsevier	1	NULL
2211-2839	Results in Immunology	Elsevier	0	NULL
2211-2855	Nano Energy	Elsevier	1	PHYSICS AND CHEMISTRY
2211-2863	Results in Pharma Sciences	Elsevier	0	NULL
2211-3207	International Journal for Parasitology: Drugs and Drug Resistance	Elsevier	0	INFECTIOUS DISEASES
2211-3355	Preventive Medicine Reports	Elsevier	0	NULL
2211-3398	Current Opinion in Chemical Engineering	Elsevier	1	NULL
2211-3436	Cellular Oncology	Springer	1	NULL
2211-3649	Journal of Obsessive-Compulsive and Related Disorders	Elsevier	1	PSYCHIATRY
2211-3681	Journal of Applied Research in Memory and Cognition	Elsevier	1	NULL
2211-3797	Results in Physics	Elsevier	0	NULL
2211-3835	Acta Pharmaceutica Sinica B	Elsevier	0	NULL
2211-419X	African Journal of Emergency Medicine	Elsevier	0	NULL
2211-4238	Journal Europ en des Urgences et de R animation	Elsevier	1	NULL
2211-4645	Environmental Development	Elsevier	1	NULL
2211-467X	Energy Strategy Reviews	Elsevier	1	NULL
2211-4866	Review of Religious Research	Springer	1	NULL
2211-5056	Taiwan Journal of Ophthalmology	Elsevier	0	NULL
2211-5587	Journal of Acute Medicine	Elsevier	0	NULL
2211-5684	Diagnostic and Interventional Imaging	Elsevier	1	NULL
2211-5706	Journal de Radiologie diagnostique et interventionnelle	Elsevier	1	RADIOLOGY
2211-5943	Hospital Medicine Clinics	Elsevier	1	NULL
2211-601X	Procedia Food Science	Elsevier	0	NULL
2211-6753	Spatial Statistics	Elsevier	1	NULL
2211-6923	Operations Research for Health Care	Elsevier	1	NULL
2211-6958	Discourse, Context & Media	Elsevier	1	NULL
2211-7458	Interventional Cardiology Clinics	Elsevier	1	NULL
2211-7539	Medical Mycology Case Reports	Elsevier	0	NULL
2211-7660	Acupuncture and Related Therapies	Elsevier	1	NULL
2211-8128	Procedia Materials Science	Elsevier	0	NULL
2211-8160	Global Heart	Elsevier	1	NULL
2211-8837	Health Policy and Technology	Elsevier	1	NULL
2211-9124	Global Food Security	Elsevier	1	NULL
2211-9132	Kidney Research and Clinical Practice	Elsevier	0	NULL
2211-9264	Algal Research	Elsevier	1	NULL
2211-9477	Clinical Queries: Nephrology	Elsevier	1	NULL
2211-9493	Trends in Neuroscience and Education	Elsevier	1	NULL
2211-9736	Tourism Management Perspectives	Elsevier	1	NULL
2212-0017	Indian Journal of Transplantation	Elsevier	1	NULL
2212-0122	Economics of Transportation	Elsevier	1	NULL
2212-0173	Procedia Technology	Elsevier	0	NULL
2212-0211	Reviews in Vascular Medicine	Elsevier	1	NULL
2212-0416	Ecosystem Services	Elsevier	1	NULL
2212-0548	Digital Applications in Archaeology and Cultural Heritage	Elsevier	1	NULL
2212-0661	Applied & Translational Genomics	Elsevier	0	NULL
2212-0947	Weather and Climate Extremes	Elsevier	0	NULL
2212-0955	Urban Climate	Elsevier	1	NULL
2212-0963	Climate Risk Management	Elsevier	0	NULL
2212-0971	Video Journal and Encyclopedia of GI Endoscopy	Elsevier	0	NULL
2212-1099	Value in Health Regional Issues	Elsevier	1	NULL
2212-134X	Spine Deformity	Elsevier	1	NULL
2212-1374	Journal of Bone Oncology	Elsevier	0	NULL
2212-1447	Journal of Contextual Behavioral Science	Elsevier	1	NULL
2212-2672	Journal of the Academy of Nutrition and Dietetics	Elsevier	1	MEDICINE
2212-3717	Water Resources and Industry	Elsevier	0	NULL
2212-4209	International Journal of Disaster Risk Reduction	Elsevier	1	NULL
2212-4268	Journal of Oral Biology and Craniofacial Research	Elsevier	1	NULL
2212-4284	Water Resources and Economics	Elsevier	1	NULL
2212-4292	Food Bioscience	Elsevier	1	NULL
2212-4403	Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology	Elsevier	1	DENTISTRY
2212-4438	Journal of the World Federation of Orthodontists	Elsevier	1	NULL
2212-4780	Journal of Forensic Radiology and Imaging	Elsevier	1	NULL
2212-4926	Advances in Biological Regulation	Elsevier	1	NULL
2212-5345	Respiratory Investigation	Elsevier	1	NULL
2212-540X	Propulsion and Power Research	Elsevier	0	NULL
2212-5469	Tissue Engineering and Regenerative Medicine	Springer	1	NULL
2212-5531	International Journal of Mycobacteriology	Elsevier	0	NULL
2212-5558	Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology	Elsevier	1	NULL
2212-5671	Procedia Economics and Finance	Elsevier	0	NULL
2212-571X	Journal of Destination Marketing & Management	Elsevier	1	NULL
2212-6082	Water resources and rural development	Elsevier	1	NULL
2212-6090	International Journal of Sustainable Built Environment	Elsevier	0	NULL
2212-6139	Sustainability of Water Quality and Ecology	Elsevier	1	NULL
2212-6198	Bioactive Carbohydrates and Dietary Fibre	Elsevier	1	NULL
2212-6287	Arthroscopy Techniques	Elsevier	1	NULL
2212-6570	Mental Health & Prevention	Elsevier	1	NULL
2212-6821	Journal of Marine and Island Cultures	Elsevier	0	NULL
2212-683X	Biologically Inspired Cognitive Architectures	Elsevier	1	NULL
2212-6864	Physics of the Dark Universe	Elsevier	1	NULL
2212-764X	European Research in Telemedicine/La Recherche Europ enne en T l m decine	Elsevier	1	NULL
2212-8166	Clinical Plasma Medicine	Elsevier	1	NULL
2212-8220	Epileptology	Elsevier	1	NULL
2212-8271	Procedia CIRP	Elsevier	0	NULL
2212-828X	The Journal of the Economics of Ageing	Elsevier	1	NULL
2212-8328	Pediatric Infectious Disease	Elsevier	1	NULL
2212-8689	International Journal of Child-Computer Interaction	Elsevier	1	NULL
2212-8778	Molecular Metabolism	Elsevier	0	NULL
2212-9553	Clinical Ovarian and Other Gynecologic Cancer	Elsevier	0	NULL
2212-9588	Advances in Integrative Medicine	Elsevier	1	NULL
2212-9626	Translational Proteomics	Elsevier	0	NULL
2212-9685	EuPA Open Proteomics	Elsevier	0	NULL
2212-9693	Geriatric Mental Health Care	Elsevier	1	NULL
2212-9774	Wine Economics and Policy	Elsevier	0	NULL
2212-9790	Maritime Studies	Springer	0	NULL
2212-9820	Journal of CO2 Utilization	Elsevier	1	NULL
2213-0071	Respiratory Medicine Case Reports	Elsevier	0	NULL
2213-0209	Perspectives in Science	Elsevier	0	NULL
2213-0489	Leukemia Research Reports	Elsevier	0	NULL
2213-0586	Burnout Research	Elsevier	0	NULL
2213-0764	Healthcare	Elsevier	1	NULL
2213-0780	Journal of Outdoor Recreation and Tourism	Elsevier	1	NULL
2213-1337	Astronomy and Computing	Elsevier	1	NULL
2213-1388	Sustainable Energy Technologies and Assessments	Elsevier	1	NULL
2213-1582	NeuroImage: Clinical	Elsevier	0	NULL
2213-1779	JACC: Heart Failure	Elsevier	1	NULL
2213-2198	The Journal of Allergy and Clinical Immunology: In Practice	Elsevier	1	NULL
2213-2244	International Journal for Parasitology: Parasites and Wildlife	Elsevier	0	NULL
2213-2317	Redox Biology	Elsevier	0	NULL
2213-2600	The Lancet Respiratory Medicine	Elsevier	1	NULL
2213-2902	Case Studies in Engineering Failure Analysis	Elsevier	0	NULL
2213-2945	Journal of the American Society of Cytopathology	Elsevier	1	NULL
2213-297X	Journal of Co-Operative Organization and Management	Elsevier	1	NULL
2213-3054	Anthropocene	Elsevier	1	NULL
2213-3070	Gynecology and Minimally Invasive Therapy	Elsevier	0	NULL
2213-3232	Epilepsy & Behavior Case Reports	Elsevier	0	NULL
2213-3291	Food Structure	Elsevier	1	NULL
2213-333X	Journal of Vascular Surgery: Venous and Lymphatic Disorders	Elsevier	1	NULL
2213-3437	Journal of Environmental Chemical Engineering	Elsevier	1	NULL
2213-3976	Journal of Unconventional Oil and Gas Resources	Elsevier	1	NULL
2213-3984	Clinical Epidemiology and Global Health	Elsevier	1	NULL
2213-4220	Integrative Medicine Research	Elsevier	0	NULL
2213-4344	PharmaNutrition	Elsevier	1	NULL
2213-4530	Food Science and Human Wellness	Elsevier	0	NULL
2213-4670	Revue d'Oncologie H matologie P diatrique	Elsevier	1	NULL
2213-5103	Journal of the American College of Clinical Wound Specialists	Elsevier	1	NULL
2213-5154	The International Sports Law Journal	Springer	1	NULL
2213-5383	Journal of Cancer Policy	Elsevier	1	NULL
2213-5766	Journal of Pediatric Surgery Case Reports	Elsevier	0	NULL
2213-5820	Acta Geodaetica Et Geophysica	Springer	1	NULL
2213-5960	Genomics Data	Elsevier	0	NULL
2213-5979	Photoacoustics	Elsevier	0	NULL
2213-624X	Case Studies on Transport Policy	Elsevier	1	NULL
2213-6320	International Journal of Epilepsy	Elsevier	1	NULL
2213-6533	Revue de Stomatologie, de Chirurgie Maxillo-Faciale et de Chirurgie Orale	Elsevier	1	NULL
2213-6657	Analytic Methods in Accident Research	Elsevier	1	NULL
2213-6711	Stem Cell Reports	Elsevier	0	NULL
2213-7130	Synergy	Elsevier	1	NULL
2213-7165	Journal of Global Antimicrobial Resistance	Elsevier	1	NULL
2213-7459	Visualization in Engineering	Springer	0	NULL
2213-7467	Advanced Modeling and Simulation in Engineering Sciences	Springer	0	NULL
2213-7793	Springer Science Reviews	Springer	1	NULL
2213-8463	Manufacturing Letters	Elsevier	1	NULL
2213-8587	The Lancet Diabetes & Endocrinology	Elsevier	1	NULL
2213-879X	Journal of Microscopy and Ultrastructure	Elsevier	0	NULL
2213-8846	Medical Photonics	Elsevier	1	NULL
2213-9095	Wound Medicine	Elsevier	1	NULL
2213-9567	Journal of Magnesium and Alloys	Elsevier	0	NULL
2213-9621	Micro and Nano Systems Letters	Springer	0	NULL
2213-9974	International Journal of Dental Science and Research	Elsevier	1	NULL
2214-0085	Biochimie Open	Elsevier	0	NULL
2214-0247	Biomarkers and Genomic Medicine	Elsevier	0	NULL
2214-0271	HeartRhythm Case Reports	Elsevier	0	NULL
2214-0301	Metabolic Engineering Communications	Elsevier	0	NULL
2214-031X	Journal of Orthopaedic Translation	Elsevier	0	NULL
2214-109X	The Lancet Global Health	Elsevier	0	NULL
2214-1391	International Journal of Africa Nursing Sciences	Elsevier	0	NULL
2214-1405	Journal of Transport & Health	Elsevier	1	NULL
2214-157X	Case Studies in Thermal Engineering	Elsevier	0	NULL
2214-1588	Trends in Environmental Analytical Chemistry	Elsevier	1	NULL
2214-1669	International Journal of Marine Energy	Elsevier	1	NULL
2214-1677	JCRS Online Case Reports	Elsevier	1	NULL
2214-1804	Sensing and Bio-Sensing Research	Elsevier	0	NULL
2214-1812	Analytical Chemistry Research	Elsevier	0	NULL
2214-207X	Journal of Patient Safety & Infection Control	Elsevier	1	NULL
2214-2096	Vehicular Communications	Elsevier	1	NULL
2214-2126	Journal of Information Security and Applications	Elsevier	1	NULL
2214-241X	Aquatic Procedia	Elsevier	0	NULL
2214-2428	GeoResJ	Elsevier	1	NULL
2214-2495	Journal of Mathematical Modelling and Algorithms in Operations Research	Springer	1	NULL
2214-2509	IDCases	Elsevier	0	NULL
2214-2894	Food Packaging and Shelf Life	Elsevier	1	NULL
2214-3106	Medicina e Investigaci n	Elsevier	0	NULL
2214-3173	Information Processing in Agriculture	Elsevier	0	NULL
2214-3300	Human Pathology: Case Reports	Elsevier	0	NULL
2214-367X	Travel Behaviour and Society	Elsevier	1	NULL
2214-3882	Asian Journal of Urology	Elsevier	0	NULL
2214-3912	Transportation Geotechnics	Elsevier	1	NULL
2214-398X	Case Studies in Fire Safety	Elsevier	0	NULL
2214-3998	Case Studies in Structural Engineering	Elsevier	0	NULL
