Publisher	longname	eISSN	pISSN	AuthorPrice	Website	year_price	free
Elsevier	Gaceta Sanitaria		0213-9111	0	NULL	2013	1
Indian Academy of Science	CURRENT SCIENCE		Nov-91	0	NULL	2013	1
Friends Science Publisher	International Journal of Agriculture and Biology		1560-8530	250	NULL	2013	0
Royal Soc of Chemistry	Chemistry Education Research and Practice	1109-4028	1109-4028	0	http://www.rsc.org/publishing/journals/rp/about.asp	2013	1
SOCIEDAD BIOLGIA CHILE	REVISTA CHILENA DE HISTORIA NATURAL		0716-078X	0	NULL	2013	1
Self Owned - Non-Profit Society	MODELING IDENTIFICATION AND CONTROL	1890-1328	0332-7353	0	http://www.mic-journal.no/	2013	1
Hindawi	GASTROENTEROLOGY RESEARCH AND PRACTICE	1687-630X	1687-6121	1500	http://www.hindawi.com/journals/grp/	2013	0
UNIV SHEFFIELD DEPT INFORMATION STUDIES	INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL		1368-1613	0	NULL	2013	1
Self Owned - Non-Profit Society	Brazilian Journal of Infectious Diseases	1678-4391	1413-8670	0	http://www.scielo.br/revistas/bjid/iaboutj.htm	2013	1
Self Owned - Non-Profit Society	Journal of Veterinary Science	1229-845X	1229-845X	0	http://www.vetsci.org/submission/page/about.html	2013	1
Self Owned - Non-Profit Society	GEOLOGICA BELGICA	1374-8505	1374-8505	0	http://popups.ulg.ac.be/Geol.htm	2013	1
SPRINGER	CHINESE SCIENCE BULLETIN	1861-9541	1001-6538	0	http://www.springer.com/11434	2013	1
SOC BRASILEIRA QUIMICA	JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY	1678-4790	0103-5053	0	http://www.scielo.br/revistas/jbchs/iaboutj.htm	2013	1
UNIV ILLINOIS	UNIVERSITY OF ILLINOIS LAW REVIEW		0276-9948	0	NULL	2013	1
INTERNATIONAL HEART JOURNAL ASSOCIATION	International Heart Journal		1349-2365	3785	http://square.umin.ac.jp/ihj/	2013	0
Self Owned - Non-Profit Society	Geofisica Internacional	0016-7169	0016-7169	0	http://www.geofisica.unam.mx/divulgacion/geofinternacional/	2013	1
Self Owned - Non-Profit Society	Electronic Journal of Qualitative Theory of Differential Equations	1417-3875	1417-3875	0	http://www.math.u-szeged.hu/ejqtde/	2013	1
Self Owned - Non-Profit Society	ACTA ADRIATICA		Jan-13	0	NULL	2013	1
Self Owned - Mid Sized - Unknown Profit Status	ZooKeys	1313-2970	1313-2989	397	http://www.pensoft.net/journals/zookeys	2013	0
POLISH HISTOCHEMICAL CYTOCHEMICAL SOC	FOLIA HISTOCHEMICA ET CYTOBIOLOGICA	1897-5631	0239-8508	357	http://fhc.amb.edu.pl/	2013	0
ANTHROPOLOGICAL SOC NIPPON	ANTHROPOLOGICAL SCIENCE	0918-7960	0918-7960	750	NULL	2013	0
IRANIAN CHEMICAL SOCIETY	Journal of the Iranian Chemical Society	1735-2428	1735-207X	0	http://www.ics-ir.org/jics/	2013	1
Self Owned - Mid Sized - Unknown Profit Status	FOLIA BIOLOGICA		0015-5500	0	NULL	2013	1
SPRINGER	SCIENCE CHINA-LIFE SCIENCES	1869-1889	1674-7305	492	http://www.springer.com/11427	2013	0
UNIV SAO PAOLO	SCIENTIA AGRICOLA	1678-992X	0103-9016	1710	http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-9016&lng=en&nrm=iso	2013	0
"NATL INST OCCUPATIONAL SAFETY & HEALTH, JAPAN"	INDUSTRIAL HEALTH	1880-8026	0019-8366	0	http://www.jniosh.go.jp/en/indu_hel/index.html	2013	1
Self Owned - Non-Profit Society	ARKIVOC	1551-7012	1551-7004	0	http://www.arkat-usa.org/arkivoc-journal/about-arkivoc/	2013	1
Academia Sinica	ZOOLOGICAL STUDIES	1021-5506	1021-5506	0	http://zoolstud.sinica.edu.tw/	2013	1
IEEE	EDUCATIONAL TECHNOLOGY & SOCIETY	1436-4522	1436-4522	0	0	2013	1
Dove Press	ONCOTARGETS AND THERAPY	1178-6930	1178-6930	2200	NULL	2013	0
Self Owned - Non-Profit Society	MATHEMATICAL COMMUNICATIONS		1331-0623	0	NULL	2013	1
UNIV CATOLICA DE VALPARAISO	ELECTRONIC JOURNAL OF BIOTECHNOLOGY	0717-3458	0717-3458	600	NULL	2013	0
Self Owned - Non-Profit Society	REVISTA MEXICANA DE CIENCIAS GEOLOGICAS		1026-8774	0	NULL	2013	1
VERSITA	ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU	1846-9558	0004-1254	0	http://versita.com/pjct/	2013	1
JAPAN SOC INTERNAL MEDICINE	INTERNAL MEDICINE	1349-7235	0918-2918	0	http://www.naika.or.jp/imonline/index.html	2013	1
Self Owned - Non-Profit Society	Australasian Journal of Educational Technology	1449-5554	1449-3098	0	http://www.ascilite.org.au/ajet/ajet.html	2013	1
ELECTRONICS TELECOMMUNICATIONS RESEARCH INST	ETRI JOURNAL	1225-6463	1225-6463	0	http://etrij.etri.re.kr/	2013	1
"JAPANESE ASSOC MINERALOGISTS, PETROLOGISTS & ECONOMIC GEOLO"	Journal of Mineralogical and Petrological Sciences	1349-3825	1345-6296	609	http://www.jstage.jst.go.jp/browse/jmps/_vols	2013	0
Medknow Publications	INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES	0250-474X	0250-474X	0	http://www.ijpsonline.com/	2013	1
INST NACIONAL SALUD PUBLICA	SALUD PUBLICA DE MEXICO		0036-3634	0	NULL	2013	1
ACAD SCIENCE SOUTH AFRICA A S S AF	SOUTH AFRICAN JOURNAL OF SCIENCE	1996-7489	0038-2353	0	//www.sajs.co.za/index.php/SAJS	2013	1
Self Owned - Non-Profit Society	GENETICS AND MOLECULAR RESEARCH	1676-5680	1676-5680	960	http://www.geneticsmr.com/	2013	0
Korean Institute of Electrical Engineers	Journal of Electrical Engineering & Technology		1975-0102	574	NULL	2013	0
Self Owned - Non-Profit Society	International Review of Research in Open and Distance Learning		1492-3831	0	NULL	2013	1
SPRINGER	PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES	0253-4142	0253-4142	0	http://www.ias.ac.in/mathsci/	2013	1
Southern University of Chile	Bosque		0304-8799	0	NULL	2013	1
Self Owned - Non-Profit Society	Journal of Engineered Fibers and Fabrics	1558-9250	1558-9250	0	http://www.jeffjournal.org/	2013	1
KoBSON	FILOMAT	0354-5180	0354-5180	0	http://operator.pmf.ni.ac.rs/www/pmf/publikacije/filomat/informacije_filomat.php	2013	1
INT PRESS EDITING CENTRE INC	EXPERIMENTAL ANIMALS	1341-1357	1341-1357	1600	http://wwwsoc.nii.ac.jp/jalas/english/en_journal.html	2013	0
Self Owned - Non-Profit Society	KYBERNETIKA	0023-5954	0023-5954	0	http://www.kybernetika.cz/	2013	1
Self Owned - Non-Profit Society	GEOLOGICAL QUARTERLY	1641-7291	1641-7291	0	http://gq.pgi.gov.pl/gq	2013	1
SciELO	MATERIALS RESEARCH-IBERO-AMERICAN JOURNAL OF MATERIALS		1516-1439	0	NULL	2013	1
BELGIAN PSYCHOL SOC	PSYCHOLOGICA BELGICA	0033-2879	0033-2879	0	http://www.ingentaconnect.com/content/acad/psyb	2013	1
International Society of Hymenopterists	JOURNAL OF HYMENOPTERA RESEARCH	1314-2607	1070-9428	436	http://www.pensoft.net/journals/jhr	2013	0
Sage	JOURNAL OF INTERNATIONAL MEDICAL RESEARCH	1473-2300	0300-0605	7590	NULL	2013	0
Hindawi	BIOINORGANIC CHEMISTRY AND APPLICATIONS	1687-479X	1565-3633	1200	http://www.hindawi.com/journals/bca/	2013	0
KOREAN ACAD MEDICAL SCIENCES	JOURNAL OF KOREAN MEDICAL SCIENCE	1598-6357	1011-8934	1262	http://jkms.org/	2013	0
Holzapfel Verlag	EUROPEAN JOURNAL OF MEDICAL RESEARCH		0949-2321	2285	NULL	2013	0
Springer	Advances in Difference Equations	1687-1847	1687-1839	745	http://www.advancesindifferenceequations.com/	2013	0
Self Owned - Non-Profit Society	Condensed Matter Physics	1607-324X	1607-324X	0	http://www.icmp.lviv.ua/journal/	2013	1
Universidad de Concepcion	GAYANA		0717-652X	0	NULL	2013	1
Elsevier	Arabian Journal of Chemistry		1878-5352	0	NULL	2013	1
Self Owned - Non-Profit Society	AFRICAN INVERTEBRATES		1681-5556	225	NULL	2013	0
Korean Magnetics Society	Journal of Magnetics		1226-1750	254	NULL	2013	0
BRAZILIAN SOC CHEMICAL ENG	BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING	1678-4383	0104-6632	0	http://www.scielo.br/revistas/bjce/iinstruc.htm#001	2013	1
Self Owned - Mid Sized - Unknown Profit Status	European Review for Medical and Pharmacological Sciences		1128-3602	1057	NULL	2013	0
Springer	JOURNAL OF INEQUALITIES AND APPLICATIONS	1029-242X	1025-5834	900	http://www.journalofinequalitiesandapplications.com	2013	0
Self Owned - Non-Profit Society	KOREAN JOURNAL OF ORTHODONTICS		2234-7518	0	NULL	2013	1
Self Owned - Non-Profit Society	Arquivos Brasileiros de Endocrinologia e Metabologia		Apr-30	0	NULL	2013	1
Delft University of Technology	EUROPEAN JOURNAL OF TRANSPORT AND INFRASTRUCTURE RESEARCH	1567-7141	1567-7133	0	NULL	2013	1
UNIV PITTSBURGH LAW REVIEW	UNIVERSITY OF PITTSBURGH LAW REVIEW		0041-9915	0	NULL	2013	1
Biomed Central	Italian Journal of Pediatrics		1720-8424	665	NULL	2013	0
Self Owned - Non-Profit Society	Tropical Conservation Science		1940-0829	0	NULL	2013	1
SciELO	Andean Geology	0718-7092	0718-7092	0	http://www.andeangeology.equipu.cl/index.php/revista1/index	2013	1
Polish Academy of Sciences	ACTA GEOLOGICA POLONICA		Jan-09	0	NULL	2013	1
"ACTA PHYSICA POLONICA B, JAGELLONIAN UNIV, INST PHYSICS"	ACTA PHYSICA POLONICA B		0587-4254	0	NULL	2013	1
Univ Calif Press	ECOLOGY LAW QUARTERLY	0046-1121	0046-1121	0	http://boalt.org/elq/	2013	1
Hindawi	EURASIP Journal on Audio Speech and Music Processing	1687-4722	1687-4714	1000	NULL	2013	0
SLOVENSKO KEMIJSKO DRUSTVO	ACTA CHIMICA SLOVENICA		1318-0207	0	NULL	2013	1
Self Owned - Non-Profit Society	REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA		0103-846X	255	NULL	2013	0
IOS PRESS	Journal of Sports Science and Medicine	1303-2968	1303-2968	725	http://www.jssm.org/	2013	0
Hindawi	DISCRETE DYNAMICS IN NATURE AND SOCIETY	1607-887X	1026-0226	1200	http://www.hindawi.com/journals/ddns/	2013	0
Self Owned - Non-Profit Society	NEUROLOGY INDIA	0028-3886	0028-3886	0	http://www.neurologyindia.com/	2013	1
AGRICULTURAL RESEARCH CENTRE FINLAND	AGRICULTURAL AND FOOD SCIENCE	1795-1895	1459-6067	0	http://www.bls.gov/oco/ocos046.htm	2013	1
Medknow Publications	JOURNAL OF CANCER RESEARCH AND THERAPEUTICS	0973-1482	0973-1482	0	http://www.cancerjournal.net/	2013	1
Self Owned - Non-Profit Society	CROATICA CHEMICA ACTA		0011-1643	0	NULL	2013	1
Self Owned - Non-Profit Society	International Journal of Clinical and Health Psychology	2174-0852	1697-2600	600	http://www.aepc.es/ijchp/index.php?coid=English	2013	0
Self Owned - Non-Profit Society	Records of Natural Products	1307-6167	1307-6167	0	http://www.acgpubs.org/RNP/index.htm	2013	1
Self Owned - Non-Profit Society	ORNIS FENNICA		0030-5685	0	NULL	2013	1
Self Owned - Mid Sized - Unknown Profit Status	FUNCTIONAL NEUROLOGY		0393-5264	0	NULL	2013	1
Iranian Journal of Nephrology	Iranian Journal of Kidney Diseases		1735-8582	0	NULL	2013	1
TEXAS HEART INST	TEXAS HEART INSTITUTE JOURNAL	0730-2347	0730-2347	0	http://texasheart.org/Education/THIJournal/index.cfm	2013	1
Self Owned - Non-Profit Society	PSYCHIATRY INVESTIGATION		1738-3684	0	NULL	2013	1
AfricaÃ_JournalsÃ_Online	Ethiopian Journal of Health Development		1021-6790	0	NULL	2013	1
SciELO	ACTA BOTANICA BRASILICA	1677-941X	0102-3306	0	http://www.scielo.br/revistas/abb/iaboutj.htm	2013	1
Self Owned - Non-Profit Society	Investigacion Agraria-Sistemas y Recursos Forestales		1131-7965	0	NULL	2013	1
Self Owned - Non-Profit Society	SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE		0253-939X	0	NULL	2013	1
Self Owned - Non-Profit Society	REVISTA ARVORE		0100-6762	0	NULL	2013	1
Self Owned - Non-Profit Society	PSICOTHEMA		0214-9915	0	NULL	2013	1
Self Owned - Non-Profit Society	MATERIALES DE CONSTRUCCION		0465-2746	0	NULL	2013	1
Elsevier	PEDIATRICS AND NEONATOLOGY		1875-9572	2160	NULL	2013	0
Firenze University Press	ACTA HERPETOLOGICA	1970-9498	1827-9635	0	NULL	2013	1
Self Owned - Non-Profit Society	MEDITERRANEAN MARINE SCIENCE		1108-393X	0	NULL	2013	1
Self Owned - Unknown Profit Status	BIOSCIENCE TRENDS	1881-7823	1881-7815	2100	http://www.biosciencetrends.com/	2013	0
Self Owned - Non-Profit Society	HERPETOLOGICAL CONSERVATION AND BIOLOGY	1931-7603	1931-7603	0	http://www.herpconbio.org/	2013	1
J-Stage	NEUROLOGIA MEDICO-CHIRURGICA	1349-8029	0470-8105	0	http://www.jstage.jst.go.jp/browse/nmc	2013	1
JAPAN NEUROSURGICAL SOC	NEUROLOGIA MEDICO-CHIRURGICA	1349-8029	0470-8105	0	http://www.jstage.jst.go.jp/browse/nmc	2013	1
Self Owned - Non-Profit Society	IBERICA	1886-7995	1139-7241	0	NULL	2013	1
CROP SCIENCE SOC JAPAN	PLANT PRODUCTION SCIENCE	1349-1008	1343-943X	1750	http://www.cropscience.jp/e/pps/index.html	2013	0
Polish Academy of Sciences	International Agrophysics	0236-8722	0236-8722	0	http://www.international-agrophysics.org/en/general_information.html?link=general	2013	1
Self Owned - Non-Profit Society	SCIENCEASIA		1513-1874	0	NULL	2013	1
Self Owned - Non-Profit Society	CZECH JOURNAL OF GENETICS AND PLANT BREEDING		1212-1975	0	NULL	2013	1
Self Owned - Non-Profit Society	REVIEWS ON ADVANCED MATERIALS SCIENCE	1605-8127	1606-5131	0	http://www.ipme.ru/e-journals/RAMS/index.html	2013	1
Self Owned - Non-Profit Society	ACTA CARSOLOGICA		0583-6050	0	NULL	2013	1
UNIV TORONTO PRESS INC	CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE	1710-1123	0318-6431	0	NULL	2013	1
Self Owned - For-Profit	ACTA ICHTHYOLOGICA ET PISCATORIA		0137-1592	0	NULL	2013	1
TEAGASC	IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH		0791-6833	0	NULL	2013	1
Self Owned - Non-Profit Society	Journal of Applied Oral Science	1678-7765	1678-7757	0	http://www.scielo.br/revistas/jaos/iinstruc.htm	2013	1
Polish Academy of Sciences	ARCHIVES OF MECHANICS	0373-2029	0373-2029	0	http://am.ippt.gov.pl/index.php/am/issue/view/154	2013	1
National Museum (Prague)	Acta Entomologica Musei Nationalis Pragae		0374-1036	0	NULL	2013	1
MOUNTAIN RESEARCH AND DEVELOPMENT	MOUNTAIN RESEARCH AND DEVELOPMENT	1994-7151	0276-4741	0	http://www.mrd-journal.org/default.asp	2013	1
Self Owned - Non-Profit Society	Gut and Liver		1976-2283	0	NULL	2013	1
WATER RESEARCH COMMISSION	WATER SA		0378-4738	0	NULL	2013	1
Wiley Blackwell	JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION		0718-9508	0	NULL	2013	1
BEILSTEIN-INSTITUT	Beilstein Journal of Nanotechnology		2190-4286	0	NULL	2013	1
UNIV WASHINGTON SCHOOL OF LAW	WASHINGTON LAW REVIEW	0043-0617	0043-0617	0	http://www.law.washington.edu/wlr/	2013	1
Self Owned - Non-Profit Society	UKRAINIAN JOURNAL OF PHYSICAL OPTICS		1609-1833	0	NULL	2013	1
Sociedad Chilena de Psicologâ€™a Clâ€™nica	Terapia Psicolâ€”gica		0716-6184	0	NULL	2013	1
JAPAN SOC VET SCI	JOURNAL OF VETERINARY MEDICAL SCIENCE	1347-7439	0916-7250	2547	http://www.jstage.jst.go.jp/browse/jvms/_vols	2013	0
SPRINGER	JOURNAL OF ASTROPHYSICS AND ASTRONOMY	0973-7758	0250-6335	0	http://www.ias.ac.in/jaa/	2013	1
KARGER	MEDICAL PRINCIPLES AND PRACTICE		1011-7571	3490	NULL	2013	0
University of Zagreb	ACTA BOTANICA CROATICA	0365-0588	0365-0588	0	NULL	2013	1
Vienna University of Technology	INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS	1729-8806	1729-8806	0	NULL	2013	1
Self Owned - Non-Profit Society	NUCLEAR TECHNOLOGY & RADIATION PROTECTION	1452-8185	1451-3994	0	NULL	2013	1
Sociedade Brasileira de Medicina Tropical	Revista da Sociedade Brasileira de Medicina Tropical	1678-9849	0037-8682	0	NULL	2013	1
Self Owned - Non-Profit Society	REVISTA ESPANOLA DE DOCUMENTACION CIENTIFICA		0210-0614	0	NULL	2013	1
Self Owned - Mid Sized - Unknown Profit Status	REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS		1130-0108	0	NULL	2013	1
INFORMA HEALTHCARE	UPSALA JOURNAL OF MEDICAL SCIENCES	2000-1967	0300-9734	0	http://informahealthcare.com/ups	2013	1
Self Owned - Non-Profit Society	SPANISH JOURNAL OF AGRICULTURAL RESEARCH	2171-9292	1695-971X	0	http://revistas.inia.es/index.php/sjar	2013	1
Hindawi	MATHEMATICAL PROBLEMS IN ENGINEERING	1563-5147	1024-123X	1200	http://www.hindawi.com/journals/mpe/	2013	0
SPRINGER	NEOTROPICAL ENTOMOLOGY	1678-8052	1519-566X	0	http://www.scielo.br/revistas/ne/iinstruc.htm#001	2013	1
SciELO	CIENCIA & SAUDE COLETIVA	1678-4561	1413-8123	0	NULL	2013	1
Self Owned - Non-Profit Society	Biomedica		0120-4157	0	NULL	2013	1
Self Owned - Non-Profit Society	JOURNAL OF PESTICIDE SCIENCE	1349-0923	1348-589X	1450	http://pssj2.jp/eng/journal/index.html	2013	0
Asociacion Argentina de Microbiologia	REVISTA ARGENTINA DE MICROBIOLOGIA		0325-7541	0	NULL	2013	1
ELECTROCHEMICAL SOC JAPAN	ELECTROCHEMISTRY	2186-2451	1344-3542	1685	http://edit.electrochem.jp/index_e.html	2013	0
Tehran University of Medical Sciences (TUMS) Publications	Iranian Journal of Allergy Asthma and Immunology		1735-1502	70	NULL	2013	0
Ceramic Society of Japan	JOURNAL OF THE CERAMIC SOCIETY OF JAPAN	1882-1022	1882-0743	1430	http://www.ceramic.or.jp/index.html	2013	0
Self Owned - Non-Profit Society	Arquivos Brasileiros de Cardiologia		0066-782X	0	NULL	2013	1
NATL INST SCIENCE COMMUNICATION	INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY	0975-1009	0019-5189	0	http://nopr.niscair.res.in/handle/123456789/39	2013	1
Academia Sinica	Botanical Studies	1817-406x	1817-406X	0	http://ejournal.sinica.edu.tw/bbas/	2013	1
Medknow Publications	INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY	0377-4929	0377-4929	0	http://www.ijpmonline.org/	2013	1
Self Owned - Non-Profit Society	BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT		1370-6233	0	NULL	2013	1
Self Owned - Non-Profit Society	Asian Pacific Journal of Cancer Prevention	1513-7368	1513-7368	0	http://www.apocp.org/index.php	2013	1
INST AGRICULTURAL FOOD INFORMATION	VETERINARNI MEDICINA	0375-8427	0375-8427	0	http://vetmed.vri.cz/	2013	1
Self Owned - Non-Profit Society	NEUROLOGY ASIA	1823-6138	1823-6138	0	http://www.neurology-asia.org/journal.php	2013	1
SOC BRASIL GENETICA	GENETICS AND MOLECULAR BIOLOGY	0100-8455	1415-4757	0	http://www.scielo.br/scielo.php?script=sci_serial&pid=1415-4757&lng=en&nrm=iso	2013	1
Medknow Publications	ANNALS OF INDIAN ACADEMY OF NEUROLOGY	0972-2327	0972-2327	0	http://www.annalsofian.org/aboutus.asp	2013	1
University published non-profit	Hacettepe Journal of Mathematics and Statistics		1303-5010	0	NULL	2013	1
VIA MEDICA	FOLIA NEUROPATHOLOGICA	1509-572x	1641-4640	0	http://www.termedia.pl/Journal/-20	2013	1
SOCIETE ROYALE ZOOLOGIQUE DE BELGIQUE	BELGIAN JOURNAL OF ZOOLOGY		0777-6276	532	NULL	2013	0
Self Owned - Non-Profit Society	Pakistan Journal of Pharmaceutical Sciences		1011-601X	1210	NULL	2013	0
Emerald	PESQUISA AGROPECUARIA BRASILEIRA		0100-204X	0	NULL	2013	1
SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	TURKISH JOURNAL OF CHEMISTRY	1303-6130	1300-0527	0	http://journals.tubitak.gov.tr/chem/index.php	2013	1
SciELO	MEDICC REVIEW		1555-7960	0	NULL	2013	1
OKAYAMA UNIV MED SCHOOL	ACTA MEDICA OKAYAMA	0386-300X	0386-300X	1265	http://ousar.lib.okayama-u.ac.jp/amo	2013	0
Self Owned - Non-Profit Society	INTERNATIONAL JOURNAL OF CONFLICT AND VIOLENCE	1864-1385	1864-1385	0	http://www.ijcv.org/index.php/ijcv/index	2013	1
University published non-profit	PAKISTAN VETERINARY JOURNAL		0253-8318	0	NULL	2013	1
INST HISTOL EMBRIOL-CONICET	BIOCELL	1667-5746	0327-9545	750	http://www.scielo.org.ar/revistas/biocell/iaboutj.htm#Basic_Information	2013	0
Self Owned - Non-Profit Society	ZOOSYSTEMA	1280-9551	1280-9551	0	http://www.mnhn.fr/publication/zoosyst/azoosyst.html	2013	1
ANSInet	International Journal of Pharmacology		1811-7775	0	NULL	2013	1
VERSITA	MEASUREMENT SCIENCE REVIEW	1335-8871	1335-8871	0	http://www.measurement.sk/	2013	1
K FAISAL SPEC HOSP RES CENTRE	ANNALS OF SAUDI MEDICINE	0256-4947	0256-4947	0	http://www.saudiannals.net/aboutus.asp	2013	1
SPRINGER	JOURNAL OF UNIVERSAL COMPUTER SCIENCE	0948-6968	0948-695X	0	NULL	2013	1
SciELO	INTERSECCIONES EN ANTROPOLOGIA		1666-2105	0	NULL	2013	1
Polish Academy of Sciences	ANIMAL SCIENCE PAPERS AND REPORTS	0137-1649	0860-4037	0	http://www.ighz.edu.pl/?p0=5&p1=34&o=3376	2013	1
MDPI	Nutrients	2072-6643	2072-6643	1071	http://www.mdpi.com/journal/nutrients	2013	0
Self Owned - Non-Profit Society	TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH	1596-9827	1596-5996	0	 http://www.tjpr.org/index.php	2013	1
Self Owned - Non-Profit Society	Journal of Mining and Metallurgy Section B-Metallurgy	2217-7175	1450-5339	0	http://www.jmmab.com/	2013	1
Self Owned - Non-Profit Society	Journal of the Brazilian Society of Mechanical Sciences and Engineering	1806-3691	1678-5878	0	http://www.scielo.br/revistas/jbsmse/iaboutj.htm	2013	1
Taylor Francis	Green Chemistry Letters and Reviews		1751-8253	1500	NULL	2013	0
Self Owned - Unknown Profit Status	KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY	2093-3827	1226-4512	5475	http://www.kjpp.net/	2013	0
Self Owned - Non-Profit Society	ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA		1017-995X	0	NULL	2013	1
Sociedade Brasileira de Microbiologia	BRAZILIAN JOURNAL OF MICROBIOLOGY	1678-4405	1517-8382	0	http://www.scielo.br/revistas/bjm/iaboutj.htm#Basic	2013	1
CENTRO CIENCIAS ATMOSFERA UNAM	ATMOSFERA	0187-6236	0187-6236	0	http://www.journals.unam.mx/index.php/atm/about	2013	1
Self Owned - Non-Profit Society	PLANT SOIL AND ENVIRONMENT	1214-1178	1214-1178	0	http://journals.uzpi.cz/web/_generovani/pse_2010.htm	2013	1
Self Owned - Non-Profit Society	CIENCIAS MARINAS	0185-3880	0185-3880	250	http://www.cienciasmarinas.com/index.php/cmarinas	2013	0
Self Owned - Non-Profit Society	Turkish Journal of Agriculture and Forestry	1303-6173	1300-011X	0	http://journals.tubitak.gov.tr/agriculture/	2013	1
Hokkaido University	JAPANESE JOURNAL OF VETERINARY RESEARCH		0047-1917	352	NULL	2013	0
Self Owned - Non-Profit Society	Journal of the Mexican Chemical Society		1870-249X	0	NULL	2013	1
HUNGARIAN NATURAL HISTORY MUSEUM	ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE	1217-8837	1217-8837	225	http://actazool.nhmus.hu/	2013	0
Self Owned - Non-Profit Society	Acta Cirurgica Brasileira	1678-2674	0102-8650	0	NULL	2013	1
Self Owned - Non-Profit Society	Radioengineering	1210-2512	1210-2512	771	 http://www.radioeng.cz/info/1-about-the-journal.htm	2013	0
SciELO	Zoologia		1984-4670	381	NULL	2013	0
Polish Academy of Sciences	Bulletin of the Polish Academy of Sciences-Technical Sciences	0239-7528	0239-7528	0	http://www.ippt.gov.pl/~bulletin/	2013	1
Medknow Publications	INDIAN JOURNAL OF PHARMACOLOGY		0019-5472	0	NULL	2013	1
Hindawi	INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION	1687-5877	1687-5869	1200	http://www.hindawi.com/journals/ijap/	2013	0
National Institute of Science Communication and Information Resources	INDIAN JOURNAL OF BIOTECHNOLOGY	0972-5849	0972-5849	0	http://www.niscair.res.in/sciencecommunication/researchjournals/rejour/ijbt/ijbt0.asp	2013	1
UNIVERSITY PRESS COLORADO	AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH		0893-5394	0	NULL	2013	1
Polish Academy of Sciences	ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA		Jan-96	300	NULL	2013	0
University published non-profit	EXCLI JOURNAL		1611-2156	0	NULL	2013	1
SPRINGER	JOURNAL OF MATHEMATICAL PHYSICS ANALYSIS GEOMETRY	1817-5805	1812-9471	0	NULL	2013	1
SPRINGER	BRAZILIAN JOURNAL OF PHYSICS	0103-9733	0103-9733	0	http://www.sbfisica.org.br/bjp/	2013	1
NATL INST SCIENCE COMMUNICATION	INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS	0975-0959	0301-1208	0	http://nopr.niscair.res.in/handle/123456789/34	2013	1
Self Owned - Non-Profit Society	Ciencia e Investigacion Agraria		0304-5609	0	NULL	2013	1
Geological Society of Poland	ANNALES SOCIETATIS GEOLOGORUM POLONIAE		0208-9068	0	NULL	2013	1
INST GRASA SUS DERIVADOS	GRASAS Y ACEITES		0017-3495	0	NULL	2013	1
Self Owned - Non-Profit Society	Chalcogenide Letters	1584-8663	1584-8663	210	http://www.chalcogen.infim.ro/letters.html	2013	0
UNIV BUFFALO STATE UNIV NEW YORK	BUFFALO LAW REVIEW	0023-9356	0023-9356	0	http://www.buffalolawreview.org/	2013	1
ASSOC ARQUIVOS DE NEURO- PSIQUIATRIA	ARQUIVOS DE NEURO-PSIQUIATRIA		0004-282X	0	NULL	2013	1
Self Owned - Non-Profit Society	HYLE	1433-5158	1433-5158	0	NULL	2013	1
Self Owned - Non-Profit Society	AMERICAN CRIMINAL LAW REVIEW		0164-0364	0	NULL	2013	1
SciELO	ARQUIVOS BRASILEIROS DE OFTALMOLOGIA		Apr-49	0	NULL	2013	1
MAYDICA-IST SPER CEREALICOLTUR	MAYDICA		0025-6153	0	NULL	2013	1
Self Owned - Non-Profit Society	Revista Espanola de Salud Publica		1135-5727	0	NULL	2013	1
SPRINGER	Journal of the Spanish Economic Association		1869-4195	0	NULL	2013	1
Hindawi	Advances in Materials Science and Engineering		1687-6822	1200	NULL	2013	0
