issn	journal_name	pub_name	is_hybrid	category,,
2035-5556	Genus	Springer	0	NULL,,
2035-6137	PharmacoEconomics Italian Research Articles	Springer	1	NULL,,
2036-3176	Critical Ultrasound Journal	Springer	0	NULL,,
2036-3877	Journal of Medicine and the Person	Springer	1	NULL,,
2036-7902	Critical Ultrasound Journal	Springer	0	NULL,,
2037-416X	ANNALS OF GEOPHYSICS	Self Owned - Non-Profit Society	0	NULL,,
2038-3312	Updates in Surgery	Springer	1	NULL,,
2038-4815	Collectanea Mathematica	Springer	1	NULL,,
2038-8306	EUROPEAN JOURNAL OF HISTOCHEMISTRY	LUIGI PONZIO E FIGLIO	0	NULL,,
2039-6821	La Rivista Italiana della Medicina di Laboratorio - Italian Journal of Laboratory Medicine	Springer	1	NULL,,
2040-2309	Journal of Healthcare Engineering	Hindawi	0	NULL,,
2040-2392	Molecular Autism	BioMed Central Ltd	0	NEUROSCIENCE,,
2040-7378	Experimental & Translational Stroke Medicine	BioMed Central Ltd	0	NULL,,
2041-1480	Journal of Biomedical Semantics	BioMed Central Ltd	0	NULL,,
2041-2223	Investigative Genetics	BioMed Central Ltd	0	NULL,,
2041-2851	AoB Plants	Oxford University Press	0	PLANT BIOLOGY,,
2041-4889	Cell Death & Disease	Nature Publishing Group	0	MOLECULAR AND CELL BIOLOGY,,
2041-7136	Pastoralism	Springer	0	NULL,,
2041-7314	Journal of Tissue Engineering	Sage	0	NULL,,
2041-9139	EvoDevo	BioMed Central Ltd	0	MOLECULAR AND CELL BIOLOGY,,
2041-9414	Genome Integrity	BioMed Central Ltd	0	NULL,,
2042-003X	Pathology Research International	Hindawi	0	NULL,,
2042-0048	Veterinary Medicine International	Hindawi	0	NULL,,
2042-0056	Stroke Research and Treatment	Hindawi	0	NULL,,
2042-0072	Journal of Thyroid Research	Hindawi	0	NULL,,
2042-0080	Parkinsonâ€™s Disease	Hindawi	0	NULL,,
2042-0099	International Journal of Inflammation	Hindawi	0	NULL,,
2042-1001	Neural Systems & Circuits	BioMed Central Ltd	0	NULL,,
2042-3195	Journal of Advanced Transportation	Hindawi	0	NULL,,
2042-3306	ESC Heart Failure	Wiley	0	NULL,,
2042-4280	Herpesviridae	BioMed Central Ltd	0	NULL,,
2042-5783	Microbial Informatics and Experimentation	BioMed Central Ltd	0	NULL,,
2042-6410	Biology of Sex Differences	BioMed Central Ltd	0	NULL,,
2042-7166	Food and Energy Security	Wiley	0	NULL,,
2043-7129	Sustainable Chemical Processes	Springer	0	NULL,,
2043-9113	Journal of Clinical Bioinformatics	BioMed Central Ltd	0	NULL,,
2044-0588	New Disease Reports	British Society for Plant Pathology	0	NULL,,
2044-4362	Malaria Research and Treatment	Hindawi	0	NULL,,
2044-5040	Skeletal Muscle	BioMed Central Ltd	0	NULL,,
2044-6055	BMJ Open	BioMed Central Ltd	0	MEDICINE,,
2044-7248	Flavour	BioMed Central	0	NULL,,
2045-2322	Scientific Reports	Nature Publishing Group	0	PHYSICS AND CHEMISTRY,,
2045-3329	Clinical Sarcoma Research	BioMed Central Ltd	0	NULL,,
2045-3701	Cell & Bioscience	BioMed Central Ltd	0	MOLECULAR AND CELL BIOLOGY,,
2045-4015	Israel Journal of Health Policy Research	BioMed Central	0	MEDICINE,,
2045-5380	Biology of Mood & Anxiety Disorders	BioMed Central Ltd	0	NULL,,
2045-7022	Clinical and Translational Allergy	BioMed Central Ltd	0	NULL,,
2045-709X	Chiropractic & Manual Therapies	BioMed Central Ltd	0	NULL,,
2045-7758	Ecology and Evolution	Wiley	0	ECOLOGY AND EVOLUTION,,
2045-8118	Fluids and Barriers of the CNS	BioMed Central Ltd	0	NULL,,
2045-824X	Vascular Cell	BioMed Central Ltd	0	NULL,,
2045-8827	MicrobiologyOpen	Wiley	0	NULL,,
2045-9769	Cell Regeneration	BioMed Central	0	NULL,,
2045-9912	Medical Gas Research	BioMed Central Ltd	0	NULL,,
2046-0481	Irish Veterinary Journal	BioMed Central Ltd	0	NULL,,
2046-1682	BMC Biophysics	BMC-Springer	0	MOLECULAR AND CELL BIOLOGY,,
2046-2441	Open Biology 	Royal Society Publishing	0	MOLECULAR AND CELL BIOLOGY,,
2046-2530	Cilia	BioMed Central	0	NULL,,
2046-4053	Systematic Reviews	BioMed Central	0	NULL,,
2046-6390	Biology Open	Company of Biologists	0	NULL,,
2046-7648	Extreme Physiology & Medicine	BioMed Central	0	NULL,,
2047-0525	Perioperative Medicine	BioMed Central	0	NULL,,
2047-1440	Transplantation Research	BioMed Central	0	NULL,,
2047-217X	GigaScience	BioMed Central	0	NULL,,
2047-2382	Environmental Evidence	BioMed Central	0	NULL,,
2047-2501	Health Information Science and Systems	BioMed Central	0	NULL,,
2047-2994	Antimicrobial Resistance & Infection Control	BioMed Central	0	NULL,,
2047-783X	European Journal of Medical Research	BioMed Central	0	NULL,,
2047-9158	Translational Neurodegeneration	BioMed Central	0	NULL,,
2048-7010	Agriculture & Food Security	BioMed Central	0	NULL,,
2048-7177	Food Science & Nutrition	Wiley	0	NULL,,
2049-2618	Microbiome	BioMed Central	0	NULL,,
2049-3002	Cancer & Metabolism	BioMed Central	0	NULL,,
2049-3258	Archives of Public Health	BioMed Central	0	NULL,,
2049-6958	Multidisciplinary Respiratory Medicine	BioMed Central	0	NULL,,
2049-9256	Journal of Molecular Psychiatry	BioMed Central	0	NULL,,
2049-9957	Infectious Diseases of Poverty	BioMed Central	0	NULL,,
2050-2974	Journal of Eating Disorders	BioMed Central	0	NULL,,
2050-3385	Animal Biotelemetry	BioMed Central	0	NULL,,
2050-5736	Journal of Therapeutic Ultrasound	BioMed Central	0	NULL,,
2050-6511	BMC Pharmacology and Toxicology	BioMed Central	0	NULL,,
2050-7283	BMC Psychology	BioMed Central	0	NULL,,
2050-7445	Heritage Science	Springer	0	NULL,,
2050-7771	Biomarker Research	BioMed Central	0	NULL,,
2051-1426	Journal for ImmunoTherapy of Cancer	BioMed Central	0	NULL,,
2051-3933	Movement Ecology	BioMed Central	0	NULL,,
2051-4190	Basic and Clinical Andrology	BioMed Central	0	NULL,,
2051-5960	Acta Neuropathologica Communications	BioMed Central	0	NULL,,
2051-6673	Borderline Personality Disorder and Emotion Dysregulation	BioMed Central	0	NULL,,
2052-0492	Journal of Intensive Care	BioMed Central	0	NULL,,
2052-1839	BMC Hematology	BioMed Central	0	NULL,,
2052-1847	BMC Sports Science, Medicine and Rehabilitation	BioMed Central	0	NULL,
2052-3211	Journal of Pharmaceutical Policy and Practice	BioMed Central	0	NULL,,
2052-4374	Annals of Occupational and Environmental Medicine	BioMed Central	0	NULL,,
2052-6687	Canine Genetics and Epidemiology	BioMed Central	0	NULL,,
2052-773X	The Computer Games Journal	Springer	1	NULL,,
2052-9538	BMC Obesity	BioMed Central	0	NULL,,
2052-9597	Philosophy of Management	Springer	1	NULL,,
2053-2393	Journal of Compassionate Health Care	BioMed Central	0	NULL,,
2053-6844	Gynecologic Oncology Research and Practice	BioMed Central	0	NULL,,
2053-7166	Avian Research	BioMed Central	0	NULL,,
2053-7565	Climate Change Responses	BioMed Central	0	NULL,,
2053-8871	Cerebellum & Ataxias	BioMed Central	0	NULL,,
2054-2690	Women's Midlife Health	BioMed Central	0	NULL,,
2054-3085	Fungal Biology and Biotechnology	BioMed Central	0	NULL,,
2054-314X	Disaster and Military Medicine	BioMed Central	0	NULL,,
2054-7064	Asthma Research and Practice	BioMed Central	0	NULL,,
2054-7072	Journal of Clinical Movement Disorders	BioMed Central	0	NULL,,
2054-7099	Fertility Research and Practice	BioMed Central	0	NULL,,
2054-9040	COPD Research and Practice	BioMed Central	0	NULL,,
2054-9369	Military Medical Research	BioMed Central	0	NULL,,
2054-958X	Maternal Health, Neonatology and Perinatology	BioMed Central	0	NULL,
2055-0294	Journal of Pharmaceutical Health Care and Sciences	BioMed Central	0	NULL,,
2055-0391	Journal of Animal Science and Technology	BioMed Central	0	NULL,,
2055-0928	BMC Nutrition	BioMed Central	0	NULL,,
2055-0936	Tropical Diseases, Travel Medicine and Vaccines	BioMed Central	0	NULL,
2055-4788	Neuropsychiatric Electrophysiology	BioMed Central	0	NULL,,
2055-5660	Porcine Health Management	BioMed Central	0	NULL,,
2055-5784	Pilot and Feasibility Studies	BioMed Central	0	NULL,,
2055-5792	Neurovascular Imaging	BioMed Central	0	NULL,,
2055-7124	Biomaterials Research	BioMed Central	0	NULL,,
2055-7426	Contraception and Reproductive Medicine	BioMed Central	0	NULL,,
2055-8260	Clinical Diabetes and Endocrinology	BioMed Central	0	NULL,,
2056-306X	Zoological Letters	BioMed Central	0	NULL,,
2056-3132	BMC Zoology	BioMed Central	0	NULL,,
2056-5909	Clinical Hypertension	BioMed Central	0	NULL,,
2056-5917	Safety in Health	BioMed Central	0	NULL,,
2056-6115	Multiple Sclerosis and Demyelinating Disorders	BioMed Central	0	NULL,,
2056-7251	Journal of Congenital Cardiology	BioMed Central	0	NULL,,
2056-7529	Research Involvement and Engagement	BioMed Central	0	NULL,,
2056-9920	International Journal of Retina and Vitreous	BioMed Central	0	NULL,,
2057-3804	Cardio-Oncology	BioMed Central	0	NULL,,
2057-4967	Chinese Neurosurgical Journal	BioMed Central	0	NULL,,
2058-511X	Kidney Disease and Transplantation	BioMed Central	0	NULL,,
2058-6345	Big Data Analytics	BioMed Central	0	NULL,,
2058-8615	Research Integrity and Peer Review	BioMed Central	0	NULL,,
2059-0628	Advances in Simulation	BioMed Central	0	NULL,,
2059-1381	Renal Replacement Therapy	BioMed Central	0	NULL,,
2059-5166	Hepatology, Medicine and Policy	BioMed Central	0	NULL,
2059-7347	Cancers of the Head & Neck	BioMed Central	0	NULL,,
2066-8279	ROMANIAN JOURNAL OF MORPHOLOGY AND EMBRYOLOGY	University published non-profit	0	NULL,,
2071-1050	Sustainability	MDPI	0	NULL,,
2072-1315	JOURNAL OF HEALTH POPULATION AND NUTRITION	I C D D R B-CENTRE HEALTH POPULATION RESEARCH	0	NULL,,
2072-4292	Remote Sensing	MDPI	0	NULL,,
2072-6643	Nutrients	MDPI	0	MEDICINE,,
2072-6651	Toxins	MDPI	0	MOLECULAR AND CELL BIOLOGY,,
2072-6694	Cancers	MDPI	0	NULL,,
2073-4336	Games	MDPI	0	NULL,,
2073-4360	Polymers	MDPI	0	PHYSICS AND CHEMISTRY,,
2073-4425	Genes	MDPI	0	NULL,,
2073-4433	Atmosphere  	MDPI	0	NULL,,
2073-4441	Water	MDPI	0	NULL,,
2073-8994	Symmetry	MDPI	0	PHYSICS AND CHEMISTRY,,
2074-1812	Iranian Red Crescent Medical Journal	Self Owned - Non-Profit Society	0	NULL,,
2078-5135	The South African Medical Journal	Health & Medical Publishing Group (HMPG)	0	NULL,,
2078-5151	SOUTH AFRICAN JOURNAL OF SURGERY	MED ASSOC S AFRICA	0	NULL,,
2081-8262	POLISH POLAR RESEARCH	Polish Academy of Sciences	0	NULL,,
2083-1862	BIOLOGY OF SPORT	INST SPORT	0	NULL,,
2083-8492	International Journal of  Applied Mathematics and Computer Science 	Versita	0	NULL,,
2090-0015	Journal of Transplantation	Hindawi	0	NULL,,
2090-0031	Journal of Parasitology Research	Hindawi	0	NULL,,
2090-0058	Journal of Ophthalmology	Hindawi	0	NULL,,
2090-0112	Journal of Amino Acids	Hindawi	0	NULL,,
2090-0139	Journal of Botany	Hindawi	0	NULL,,
2090-0155	Journal of Electrical and Computer Engineering	Hindawi	0	NULL,,
2090-0171	Cardiovascular Psychiatry and Neurology	Hindawi	0	NULL,,
2090-021X	Journal of Nucleic Acids	Hindawi	0	NULL,,
2090-0252	International Journal of Alzheimerâ€™s Disease	Hindawi	0	NULL,,
2090-0392	International Journal of Hypertension	Hindawi	0	NULL,,
2090-0414	Enzyme Research	Hindawi	0	NULL,,
2090-0430	Autoimmune Diseases	Hindawi	0	NULL,,
2090-052X	International Journal of Evolutionary Biology	Hindawi	0	NULL,,
2090-0597	Cardiology Research and Practice	Hindawi	0	NULL,,
2090-0732	Journal of Nutrition and Metabolism	Hindawi	0	NULL,,
2090-1259	AIDS Research and Treatment	Hindawi	0	NULL,,
2090-1275	Anemia	Hindawi	0	NULL,,
2090-1291	Cholesterol	Hindawi	0	NULL,,
2090-1313	Critical Care Research and Practice	Hindawi	0	NULL,,
2090-133X	Depression Research and Treatment	Hindawi	0	NULL,,
2090-1356	Epilepsy Research and Treatment	Hindawi	0	NULL,,
2090-1372	Hepatitis Research and Treatment	Hindawi	0	NULL,,
2090-1399	Influenza Research and Treatment	Hindawi	0	NULL,,
2090-1410	International Journal of Surgical Oncology	Hindawi	0	NULL,,
2090-1437	Nursing Research and Practice	Hindawi	0	NULL,,
2090-147X	Plastic Surgery International	Hindawi	0	NULL,,
2090-1496	Thrombosis	Hindawi	0	NULL,,
2090-1518	Tuberculosis Research and Treatment	Hindawi	0	NULL,,
2090-1534	Ulcers	Hindawi	0	NULL,,
2090-1550	Pain Research and Treatment	Hindawi	0	NULL,,
2090-1720	International Journal of Molecular Imaging	Hindawi	0	NULL,,
2090-1747	Journal of Signal Transduction	Hindawi	0	NULL,,
2090-1828	Advances in Power Electronics	Hindawi	0	NULL,,
2090-1844	Pulmonary Medicine	Hindawi	0	NULL,,
2090-1933	Autism Research and Treatment	Hindawi	0	NULL,,
2090-195X	Radiology Research and Practice	Hindawi	0	NULL,,
2090-1976	Journal of Combustion	Hindawi	0	NULL,,
2090-1992	Arthritis	Hindawi	0	NULL,,
2090-2018	Organic Chemistry International	Hindawi	0	NULL,,
2090-2034	International Journal of Inorganic Chemistry	Hindawi	0	NULL,,
2090-2050	International Journal of Family Medicine	Hindawi	0	NULL,,
2090-2077	International Journal of Medicinal Chemistry	Hindawi	0	NULL,,
2090-2093	Schizophrenia Research and Treatment	Hindawi	0	NULL,,
2090-2115	Chemotherapy Research and Practice	Hindawi	0	NULL,,
2090-2131	Economics Research International	Hindawi	0	NULL,,
2090-2158	International Journal of Nephrology	Hindawi	0	NULL,,
2090-2174	International Journal of Proteomics	Hindawi	0	NULL,,
2090-2190	Molecular Biology International	Hindawi	0	NULL,,
2090-2212	Journal of Aging Research	Hindawi	0	NULL,,
2090-2239	Physics Research International	Hindawi	0	NULL,,
2090-2255	Biochemistry Research International	Hindawi	0	NULL,,
2090-2751	Anatomy Research International	Hindawi	0	NULL,,
2090-2832	International Journal of Vascular Medicine	Hindawi	0	NULL,,
2090-2859	Emergency Medicine International	Hindawi	0	NULL,,
2090-2913	Journal of Skin Cancer	Hindawi	0	NULL,,
2090-2980	Epidemiology Research International	Hindawi	0	NULL,,
2090-3006	Bone Marrow Research	Hindawi	0	NULL,,
2090-3049	Journal of Lipids	Hindawi	0	NULL,,
2090-3065	Journal of Pathogens	Hindawi	0	NULL,,
2090-312X	Prostate Cancer	Hindawi	0	NULL,,
2090-3146	Biotechnology Research International	Hindawi	0	NULL,,
2090-3162	Genetics Research International	Hindawi	0	NULL,,
2090-3200	Lung Cancer International	Hindawi	0	NULL,,
2090-3227	Leukemia Research and Treatment	Hindawi	0	NULL,,
2090-3340	International Journal of Stochastic Analysis	Hindawi	0	NULL,,
2090-3367	Advances in Decision Sciences	Hindawi	0	NULL,,
2090-3472	Advances in Orthopedics	Hindawi	0	NULL,,
2090-3499	Advances in Preventive Medicine	Hindawi	0	NULL,,
2090-3510	Chromatography Research International	Hindawi	0	NULL,,
2090-3537	International Journal of Electrochemistry	Hindawi	0	NULL,,
2090-3553	Sleep Disorders	Hindawi	0	NULL,,
2090-357X	Smart Materials Research	Hindawi	0	NULL,,
2090-3995	Child Development Research	Hindawi	0	NULL,,
2090-4010	Education Research International	Hindawi	0	NULL,,
2090-4037	International Journal of Population Research	Hindawi	0	NULL,,
2090-4053	Journal of Anthropology	Hindawi	0	NULL,,
2090-6390	Case Reports in Anesthesiology	Hindawi	0	NULL,,
2090-6412	Case Reports in Cardiology	Hindawi	0	NULL,,
2090-6439	Case Reports in Critical Care	Hindawi	0	NULL,,
2090-6455	Case Reports in Dentistry	Hindawi	0	NULL,,
2090-6471	Case Reports in Dermatological Medicine	Hindawi	0	NULL,,
2090-6498	Case Reports in Emergency Medicine	Hindawi	0	NULL,,
2090-651X	Case Reports in Endocrinology	Hindawi	0	NULL,,
2090-6536	Case Reports in Gastrointestinal Medicine	Hindawi	0	NULL,,
2090-6552	Case Reports in Genetics	Hindawi	0	NULL,,
2090-6579	Case Reports in Hematology	Hindawi	0	NULL,,
2090-6595	Case Reports in Hepatology	Hindawi	0	NULL,,
2090-6617	Case Reports in Immunology	Hindawi	0	NULL,,
2090-6633	Case Reports in Infectious Diseases	Hindawi	0	NULL,,
2090-665X	Case Reports in Nephrology	Hindawi	0	NULL,,
2090-6692	Case Reports in Obstetrics and Gynecology	Hindawi	0	NULL,,
2090-6714	Case Reports in Oncological Medicine	Hindawi	0	NULL,,
2090-6730	Case Reports in Ophthalmological Medicine	Hindawi	0	NULL,,
2090-6757	Case Reports in Orthopedics	Hindawi	0	NULL,,
2090-6773	Case Reports in Otolaryngology	Hindawi	0	NULL,,
2090-679X	Case Reports in Pathology	Hindawi	0	NULL,,
2090-6811	Case Reports in Pediatrics	Hindawi	0	NULL,,
2090-6838	Case Reports in Psychiatry	Hindawi	0	NULL,,
2090-6854	Case Reports in Pulmonology	Hindawi	0	NULL,,
2090-6870	Case Reports in Radiology	Hindawi	0	NULL,,
2090-6897	Case Reports in Rheumatology	Hindawi	0	NULL,,
2090-6919	Case Reports in Surgery	Hindawi	0	NULL,,
2090-6951	Case Reports in Transplantation	Hindawi	0	NULL,,
2090-6978	Case Reports in Urology	Hindawi	0	NULL,,
2090-6994	Case Reports in Vascular Medicine	Hindawi	0	NULL,,
2090-701X	Case Reports in Veterinary Medicine	Hindawi	0	NULL,,
2090-715X	Journal of Computer Networks and Communications	Hindawi	0	NULL,,
2090-7699	Journal of Biomarkers	Hindawi	0	NULL,,
2090-7818	Journal of Pharmaceutics	Hindawi	0	NULL,,
2090-7850	Journal of Addiction	Hindawi	0	NULL,,
2090-7958	Journal of Sexually Transmitted Diseases	Hindawi	0	NULL,,
2090-8520	New Journal of Science	Hindawi	0	NULL,,
2090-8601	Journal of Neurodegenerative Diseases	Hindawi	0	NULL,,
2090-8644	Journal of Ceramics	Hindawi	0	NULL,,
2090-8873	Journal of Analytical Methods in Chemistry	Hindawi	0	NULL,,
2090-9071	Journal of Chemistry	Hindawi	0	NULL,,
2090-908X	Scientifica	Hindawi	0	NULL,,
2090-9195	Journal of Blood Transfusion	Hindawi	0	NULL,,
2090-9845	Journal of Discrete Mathematics	Hindawi	0	NULL,,
2092-6413	EXPERIMENTAL AND MOLECULAR MEDICINE	KOREAN SOC MED BIOCHEMISTRY MOLECULAR BIOLOGY	0	NULL,,
2092-6731	3D Research	Springer	1	NULL,,
2092-9293	Genes & Genomics	Springer	1	NULL,,
2093-3371	Journal of Analytical Science and Technology	Springer	0	NULL,,
2093-3827	KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY	Self Owned - Unknown Profit Status	0	NULL,,
2093-6214	Journal of Pharmaceutical Investigation	Springer	1	NULL,,
2095-0209	Frontiers of Earth Science	Springer	1	NULL,,
2095-0470	Frontiers of Physics	Springer	1	NULL,,
2095-9281	Science Bulletin	Springer	1	NULL,,
2102-6467	The European Physical Journal H	Springer	1	NULL,,
2107-0180	European Journal of Drug Metabolism and Pharmacokinetics	Springer	1	NULL,,
2107-6952	Public Health Reviews	BioMed Central	0	NULL,,
2110-5820	Annals of Intensive Care	Springer	0	NULL,,
2146-7242	Turkish Online Journal of Educational Technology	TURKISH ONLINE JOURNAL EDUCATIONAL TECH-TOJET	0	NULL,,
2147-4281	Eurasian Business Review	Springer	1	NULL,,
2147-429X	Eurasian Economic Review	Springer	1	NULL,,
2150-5551	Nano-Micro Letters	Shanghai Jiao Tong University	0	PHYSICS AND CHEMISTRY,,
2150-6701	COLLEGE & RESEARCH LIBRARIES	ASSOC COLL RESEARCH LIBRARIES	0	NULL,,
2150-7511	MBIO	AMER SOC MICROBIOLOGY	0	MOLECULAR AND CELL BIOLOGY,,
2150-8925	Ecosphere	Wiley	0	ECOLOGY AND EVOLUTION,,
2153-0793	Dynamic Games and Applications	Springer	1	NULL,,
2156-7077	Research in Learning Technology	Association for Learning Technology	0	NULL,,
2156-7085	Biomedical Optics Express	OPTICAL SOC AMER	0	PHYSICS AND CHEMISTRY,,
2156-8650	Medical Science Educator	Springer	1	NULL,,
2158-3226	AIP Advances	American Institute of Physics	0	PHYSICS AND CHEMISTRY,,
2160-1836	G3	Genetics Society of America	0	MOLECULAR AND CELL BIOLOGY,,
2160-3308	Physical Review X	American Physical Society	0	PHYSICS AND CHEMISTRY,,
2160-8091	CALIFORNIA AGRICULTURE	Self Owned - Non-Profit Society	0	NULL,,
2161-1505	Contemporary School Psychology	Springer	1	NULL,,
2161-3303	Current Obstetrics and Gynecology Reports	Springer	1	NULL,,
2161-3311	Current Nutrition Reports	Springer	1	NULL,,
2161-7589	Open Journal of Geology	Scientific Research Publishers	0	NULL,,
2162-1993	Open Journal of Ecology	Scientific Research Publishers	0	NULL,,
2162-3279	Brain and Behavior	Wiley	0	NULL,,
2162-3619	Experimental Hematology & Oncology	BioMed Central	0	NULL,,
2162-4933	Current Dermatology Reports	Springer	1	NULL,,
2162-4968	Current Obesity Reports	Springer	1	NULL,,
2163-3193	International Journal of Metalcasting	Springer	1	NULL,,
2163-3452	The Psychological Record	Springer	1	NULL,,
2163-7873	Dynamics of Partial Differential Equations	International Press	0	NULL,,
2164-7070	Spatial Demography	Springer	1	NULL,,
2167-4817	Current Surgery Reports	Springer	1	NULL,,
2167-4825	Current Radiology Reports	Springer	1	NULL,,
2167-4833	Current Physical Medicine and Rehabilitation Reports	Springer	1	NULL,,
2167-4841	Current Pediatrics Reports	Springer	1	NULL,,
2167-485X	Current Pathobiology Reports	Springer	1	NULL,,
2167-4868	Current Ophthalmology Reports	Springer	1	NULL,,
2167-4876	Current Genetic Medicine Reports	Springer	1	NULL,,
2167-4884	Current Emergency and Hospital Medicine Reports	Springer	1	NULL,,
2167-583X	Current Otorhinolaryngology Reports	Springer	1	NULL,,
2167-6275	Current Anesthesiology Reports	Springer	1	NULL,,
2171-9292	SPANISH JOURNAL OF AGRICULTURAL RESEARCH	Self Owned - Non-Profit Society	0	NULL,,
2174-0852	International Journal of Clinical and Health Psychology	Self Owned - Non-Profit Society	0	NULL,,
2180-4206	Bulletin of the Malaysian Mathematical Sciences Society	Springer	1	NULL,,
2186-1005	ANNALS OF THORACIC AND CARDIOVASCULAR SURGERY	Self Owned - Non-Profit Society	0	NULL,,
2186-2451	ELECTROCHEMISTRY	ELECTROCHEMICAL SOC JAPAN	0	NULL,,
2188-2096	Evolutionary and Institutional Economics Review	Springer	1	NULL,,
2190-0566	Journal of Petroleum Exploration and Production Technologies	Springer	0	NULL,,
2190-2100	HeilberufeScience	Springer	1	NULL,,
2190-3816	wissen kompakt	Springer	1	NULL,,
2190-3883	Journal of Applied Genetics	Springer	1	NULL,,
2190-3948	Drug Delivery and Translational Research	Springer	1	NULL,,
2190-4715	Environmental Sciences Europe	Springer	0	NULL,,
2190-5444	The European Physical Journal Plus	Springer	1	HIGH ENERGY PHYSICS,,
2190-5479	Journal of Civil Structural Health Monitoring	Springer	1	NULL,,
2190-5495	Applied Water Science	Springer	0	NULL,,
2190-5517	Applied Nanoscience	Springer	0	NULL,,
2190-5533	Applied Petrochemical Research	Springer	0	NULL,,
2190-5738	3 Biotech	Springer	0	NULL,,
2190-5983	Journal of Mathematics in Industry	Springer	0	NULL,,
2190-6009	Journal of Cachexia, Sarcopenia and Muscle	Wiley	0	NULL,
2190-6491	Journal of Environmental Studies and Sciences	Springer	1	NULL,,
2190-6823	Biomass Conversion and Biorefinery	Springer	1	NULL,,
2190-7196	Health and Technology	Springer	1	NULL,,
2190-7439	Photonic Sensors	Springer	0	NULL,,
2190-7579	Gold Bulletin	Springer	1	NULL,,
2190-7668	Afrika Matematika	Springer	1	NULL,,
2190-8516	Journal of Cryptographic Engineering	Springer	1	NULL,,
2190-8532	Security Informatics	Springer	0	NULL,,
2190-8567	The Journal of Mathematical Neuroscience	Springer	0	NULL,,
2190-9741	European Actuarial Journal	Springer	1	NULL,,
2191-0855	AMB Express	Springer	0	NULL,,
2191-1363	ChemistryOpen	Wiley	0	PHYSICS AND CHEMISTRY,,
2191-1649	BioNanoScience	Springer	1	NULL,,
2191-1991	Health Economics Review	Springer	0	NULL,,
2191-219X	EJNMMI Research	Springer	0	NULL,,
2191-2211	Mineral Economics	Springer	1	NULL,,
2191-2521	Planetary Science	Springer	0	NULL,,
2191-2610	rheuma plus	Springer	1	NULL,,
2191-2858	Organic and Medicinal Chemistry Letters	Springer	0	NULL,,
2191-4281	Arabian Journal for Science and Engineering	Springer	1	NULL,,
2191-477X	Journal of Management Control	Springer	1	NULL,,
2191-5040	Journal of Applied Volcanology	Springer	0	NULL,,
2191-5059	Multilingual Education	Springer	0	NULL,,
2192-0567	Energy, Sustainability and Society	Springer	0	NULL,
2192-1121	Communications in Mobile Computing	Springer	0	NULL,,
2192-113X	Journal of Cloud Computing	Springer	0	NULL,,
2192-1709	Ecological Processes	Springer	0	NULL,,
2192-1962	Human-centric Computing and Information Sciences	Springer	0	NULL,,
2192-2209	Natural Products and Bioprospecting	Springer	0	NULL,,
2192-2853	Optical Nanoscopy	Springer	0	NULL,,
2192-3183	International Cancer Conference Journal	Springer	1	NULL,,
2192-4384	EURO Journal on Transportation and Logistics	Springer	1	NULL,,
2192-4414	EURO Journal on Computational Optimization	Springer	1	NULL,,
2192-4449	CEN Case Reports	Springer	1	NULL,,
2192-5372	Journal of Innovation and Entrepreneurship	Springer	0	NULL,,
2192-6360	Progress in Artificial Intelligence	Springer	1	NULL,,
2192-6395	International Journal of Disaster Risk Science	Springer	0	NULL,,
2192-6484	hautnah	Springer	1	NULL,,
2192-662X	International Journal of Multimedia Information Retrieval	Springer	1	NULL,,
2192-6670	Network Modeling Analysis in Health Informatics and Bioinformatics	Springer	1	NULL,,
2192-9270	Metallography, Microstructure, and Analysis	Springer	1	NULL
2193-0414	Fire Science Reviews	Springer	0	NULL,,
2193-1127	EPJ Data Science	Springer	0	NULL,,
2193-1801	SpringerPlus	Springer	0	NULL,,
2193-2409	Journal of Economic Structures	Springer	0	NULL,,
2193-2697	Environmental Systems Research	Springer	0	NULL,,
2193-4134	Journal of Food Measurement and Characterization	Springer	1	NULL,,
2193-6226	Medizinische Klinik - Intensivmedizin und Notfallmedizin	Springer	1	NULL,,
2193-7206	Journal of Ornithology	Springer	1	NULL,,
2193-7532	Agricultural and Food Economics	Springer	0	NULL,,
2193-7680	Crime Science	Springer	0	NULL,,
2193-8636	Decision Analytics	Springer	0	NULL,,
2193-8660	Culture and Brain	Springer	1	NULL,,
2193-8997	IZA Journal of Labor Economics	Springer	0	NULL,,
2193-9004	IZA Journal of Labor Policy	Springer	0	NULL,,
2193-9012	IZA Journal of European Labor Studies	Springer	0	NULL,,
2193-9020	IZA Journal of Labor & Development	Springer	0	NULL,,
2193-9039	IZA Journal of Migration	Springer	0	NULL,,
2193-9446	EURO Journal on Decision Processes	Springer	1	NULL,,
2193-9616	In Silico Pharmacology	Springer	0	NULL,,
2193-9772	Integrating Materials and Manufacturing Innovation	Springer	0	NULL,,
2194-041X	Stochastics and  Partial Differential Equations: Analysis and Computations	Springer	1	NULL,,
2194-072X	Schmalenbach Business Review	Springer	1	NULL,,
2194-0827	Journal of Interaction Science	Springer	0	NULL,,
2194-1327	neuropsychiatrie	Springer	1	NULL,,
2194-3206	Complex Adaptive Systems Modeling	Springer	0	NULL,,
2194-3990	Journal of Computational Surgery	Springer	0	NULL,,
2194-5411	Environment Systems and Decisions	Springer	1	NULL,,
